               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.018316,            0.017783,           0.0032676,             0.90845,             0.92308,             0.93805,             0.70927,            0.031731,           0.0066675,            0.002051,            0.004918,            0.004918,            0.004918
                 156,            0.018511,            0.017557,           0.0031227,             0.96616,             0.88052,             0.94672,             0.73808,            0.030972,           0.0069935,           0.0026413,            0.004885,            0.004885,            0.004885
                 157,            0.018452,            0.018629,           0.0036665,             0.95764,             0.87305,             0.94433,             0.73112,            0.031581,           0.0070266,           0.0051216,            0.004852,            0.004852,            0.004852
                 158,            0.018756,            0.017723,           0.0036758,             0.94447,             0.90851,             0.94375,             0.74645,            0.031309,           0.0071117,           0.0057626,            0.004819,            0.004819,            0.004819
                 159,            0.018175,            0.017911,           0.0033117,             0.95014,             0.88082,             0.93785,             0.72414,            0.032724,           0.0069132,           0.0059805,            0.004786,            0.004786,            0.004786
                 160,            0.017759,            0.017423,           0.0033293,             0.90748,             0.88587,             0.92227,             0.68679,             0.03265,            0.007338,           0.0066439,            0.004753,            0.004753,            0.004753
                 161,            0.018141,            0.017714,            0.003042,             0.90284,             0.89869,             0.91222,             0.72741,            0.032796,           0.0069014,           0.0075813,             0.00472,             0.00472,             0.00472
                 162,            0.018382,            0.017554,            0.003245,             0.92106,             0.91653,             0.92838,             0.75618,             0.03039,           0.0066699,           0.0070575,            0.004687,            0.004687,            0.004687
                 163,            0.018337,            0.017937,           0.0031677,             0.94117,             0.90919,             0.94597,             0.74863,            0.028962,           0.0065635,           0.0044779,            0.004654,            0.004654,            0.004654
                 164,            0.018007,            0.017583,           0.0033065,             0.89147,             0.94037,             0.94485,             0.74681,            0.030009,           0.0066866,           0.0034322,            0.004621,            0.004621,            0.004621
                 165,            0.017525,            0.016562,           0.0030742,              0.8914,             0.94158,             0.93648,             0.73231,            0.030224,           0.0066629,           0.0039747,            0.004588,            0.004588,            0.004588
                 166,            0.017543,            0.017253,           0.0034257,             0.90279,             0.93281,             0.93707,             0.72572,            0.029787,           0.0066298,           0.0075633,            0.004555,            0.004555,            0.004555
                 167,            0.018233,            0.017919,           0.0037071,             0.94469,             0.91975,             0.95373,             0.72112,            0.030255,           0.0067959,            0.011204,            0.004522,            0.004522,            0.004522
                 168,            0.018207,             0.01656,           0.0030045,             0.95429,             0.91647,             0.95084,             0.73194,                0.03,           0.0069781,            0.010397,            0.004489,            0.004489,            0.004489
                 169,            0.017856,            0.017083,           0.0035947,             0.88683,             0.90993,             0.93069,             0.72197,            0.031644,           0.0072337,           0.0076862,            0.004456,            0.004456,            0.004456
                 170,            0.017289,            0.017196,           0.0034899,              0.9362,             0.86023,             0.94539,               0.739,            0.030549,            0.006891,           0.0060079,            0.004423,            0.004423,            0.004423
                 171,            0.017933,            0.017926,           0.0035778,             0.92384,             0.90887,             0.95458,             0.75592,            0.030109,           0.0068561,           0.0026106,             0.00439,             0.00439,             0.00439
                 172,            0.017931,            0.018499,           0.0036301,             0.88505,             0.95615,             0.93271,             0.71306,            0.031496,           0.0071204,           0.0032597,            0.004357,            0.004357,            0.004357
                 173,            0.017446,            0.017434,           0.0031416,             0.91404,             0.89869,             0.93228,             0.70956,            0.030091,           0.0071072,            0.004338,            0.004324,            0.004324,            0.004324
                 174,            0.017537,            0.017538,           0.0032602,             0.92655,             0.89726,             0.94665,              0.7354,            0.030884,           0.0071737,           0.0053459,            0.004291,            0.004291,            0.004291
                 175,             0.01799,            0.016878,           0.0034137,             0.86822,             0.95766,              0.9369,             0.72448,            0.031393,           0.0071403,           0.0040486,            0.004258,            0.004258,            0.004258
                 176,            0.017599,            0.017691,           0.0035803,             0.92362,             0.89619,             0.93839,             0.74034,            0.032345,           0.0072917,           0.0074412,            0.004225,            0.004225,            0.004225
                 177,            0.017462,            0.017523,           0.0032991,             0.91146,             0.87443,             0.92761,             0.73855,             0.03306,           0.0073778,           0.0097443,            0.004192,            0.004192,            0.004192
                 178,            0.017291,              0.0175,           0.0031501,             0.94726,             0.91962,             0.94804,             0.74839,            0.032474,           0.0074506,             0.01262,            0.004159,            0.004159,            0.004159
                 179,            0.017114,            0.017142,           0.0032689,             0.91808,             0.90115,             0.93822,             0.74991,            0.031205,           0.0072105,            0.011827,            0.004126,            0.004126,            0.004126
                 180,            0.016884,            0.016736,           0.0031321,             0.93086,             0.90349,             0.91787,             0.74208,            0.030468,           0.0074711,            0.011034,            0.004093,            0.004093,            0.004093
                 181,            0.017569,            0.017216,           0.0031109,             0.92469,             0.91729,             0.92209,              0.7188,            0.032701,           0.0070875,            0.010837,             0.00406,             0.00406,             0.00406
                 182,            0.017264,            0.016783,           0.0034501,             0.93107,              0.9015,             0.92689,              0.7327,            0.032329,           0.0070343,            0.011283,            0.004027,            0.004027,            0.004027
                 183,            0.017408,            0.017423,           0.0033009,             0.94262,             0.89839,             0.93993,             0.74237,            0.032612,           0.0075732,            0.011689,            0.003994,            0.003994,            0.003994
                 184,            0.017915,            0.017312,           0.0036257,             0.94807,             0.88587,             0.94466,             0.74748,            0.031925,           0.0075784,           0.0068613,            0.003961,            0.003961,            0.003961
                 185,             0.01692,            0.016874,           0.0031014,             0.93557,             0.88587,             0.93953,             0.71915,            0.033088,           0.0076591,           0.0061787,            0.003928,            0.003928,            0.003928
                 186,            0.017165,            0.016991,           0.0030806,             0.86803,             0.93879,             0.93037,             0.74012,            0.032964,           0.0072585,           0.0056799,            0.003895,            0.003895,            0.003895
                 187,            0.017272,            0.016243,           0.0035465,             0.89787,             0.88587,             0.91592,             0.70306,            0.033432,           0.0076168,            0.010024,            0.003862,            0.003862,            0.003862
                 188,            0.017734,            0.017027,           0.0031948,             0.88538,             0.93442,             0.92748,             0.73799,            0.032361,           0.0077063,            0.010404,            0.003829,            0.003829,            0.003829
                 189,            0.017091,            0.016724,           0.0031682,             0.90697,             0.90449,             0.93802,             0.74456,            0.031707,           0.0073797,           0.0071402,            0.003796,            0.003796,            0.003796
                 190,             0.01715,             0.01652,           0.0030574,             0.89788,             0.90742,             0.93142,             0.75165,            0.031743,           0.0075757,           0.0053215,            0.003763,            0.003763,            0.003763
                 191,            0.017204,            0.016566,           0.0029406,             0.93204,             0.89048,             0.92626,             0.74207,            0.030741,           0.0072441,           0.0043666,             0.00373,             0.00373,             0.00373
                 192,             0.01686,            0.016371,           0.0031604,             0.91963,             0.90221,             0.93686,             0.74441,            0.030195,           0.0071038,           0.0037761,            0.003697,            0.003697,            0.003697
                 193,            0.017075,            0.016223,            0.002837,             0.90549,             0.92749,             0.94222,             0.75395,            0.031312,           0.0071589,            0.006584,            0.003664,            0.003664,            0.003664
                 194,              0.0169,            0.015711,           0.0028799,             0.89952,             0.94523,              0.9554,             0.75922,            0.031371,           0.0070329,           0.0069407,            0.003631,            0.003631,            0.003631
                 195,            0.016468,            0.016117,           0.0028686,             0.93839,             0.89327,             0.93282,             0.73841,            0.032979,           0.0071096,           0.0055483,            0.003598,            0.003598,            0.003598
                 196,            0.016537,            0.016058,           0.0031042,             0.91585,             0.89516,             0.91875,             0.71348,            0.032329,           0.0071165,            0.005501,            0.003565,            0.003565,            0.003565
                 197,            0.016457,            0.016247,           0.0029775,             0.92848,             0.90373,             0.94165,              0.7387,            0.030383,           0.0072095,           0.0032417,            0.003532,            0.003532,            0.003532
                 198,            0.016674,            0.016826,           0.0031796,             0.93104,             0.90653,             0.94191,             0.75046,            0.029803,           0.0071015,           0.0030491,            0.003499,            0.003499,            0.003499
                 199,            0.016417,             0.01614,           0.0033246,             0.91937,              0.9237,              0.9367,             0.74051,             0.03011,           0.0067424,           0.0029777,            0.003466,            0.003466,            0.003466
                 200,            0.016578,             0.01679,           0.0030792,              0.9571,             0.87413,             0.95813,              0.7499,            0.030352,           0.0065814,           0.0035274,            0.003433,            0.003433,            0.003433
                 201,            0.016371,            0.016622,            0.003009,             0.94427,             0.88955,             0.94356,             0.75019,            0.029441,           0.0068545,           0.0045372,              0.0034,              0.0034,              0.0034
                 202,            0.016504,            0.015917,           0.0029567,             0.94071,             0.89636,             0.94329,             0.73836,            0.031666,           0.0074477,            0.004138,            0.003367,            0.003367,            0.003367
                 203,            0.017261,            0.016482,           0.0033257,             0.92964,             0.92019,             0.94898,              0.7497,            0.031161,           0.0075496,           0.0026904,            0.003334,            0.003334,            0.003334
                 204,            0.016657,            0.016143,           0.0031366,             0.90813,             0.91088,             0.94491,             0.74073,            0.030767,           0.0073914,           0.0032113,            0.003301,            0.003301,            0.003301
                 205,            0.016521,            0.016603,           0.0032852,             0.93036,             0.87754,             0.93841,             0.73749,            0.030792,             0.00742,           0.0039343,            0.003268,            0.003268,            0.003268
                 206,            0.016242,             0.01635,            0.003246,             0.93391,             0.90422,              0.9475,             0.73679,            0.030826,           0.0069643,           0.0052605,            0.003235,            0.003235,            0.003235
                 207,             0.01624,            0.015863,            0.003115,             0.92562,              0.9356,             0.95854,             0.73238,            0.030679,           0.0071159,           0.0057328,            0.003202,            0.003202,            0.003202
                 208,            0.016233,             0.01662,           0.0031768,             0.93962,             0.89261,             0.95337,             0.70195,            0.032886,           0.0072762,           0.0067706,            0.003169,            0.003169,            0.003169
                 209,             0.01631,            0.015922,           0.0030156,             0.90128,             0.93818,             0.94491,             0.70364,            0.031533,           0.0070171,           0.0054931,            0.003136,            0.003136,            0.003136
                 210,            0.016276,            0.016423,           0.0033474,             0.92045,             0.90812,             0.94503,             0.73362,            0.030693,           0.0075079,           0.0040307,            0.003103,            0.003103,            0.003103
                 211,            0.015846,            0.016192,           0.0028305,             0.94453,             0.87305,             0.93591,             0.75707,            0.029691,           0.0075582,           0.0042296,             0.00307,             0.00307,             0.00307
                 212,            0.015936,            0.015966,           0.0030675,             0.94062,              0.8888,                0.94,             0.76933,            0.029497,           0.0078854,           0.0038505,            0.003037,            0.003037,            0.003037
                 213,            0.015658,            0.015987,           0.0029351,             0.90659,             0.94611,             0.95351,             0.74635,            0.030807,           0.0077122,           0.0037566,            0.003004,            0.003004,            0.003004
                 214,            0.015981,            0.015863,           0.0031102,             0.91269,             0.94116,             0.95166,             0.74795,            0.030349,           0.0071438,           0.0035197,            0.002971,            0.002971,            0.002971
                 215,            0.015632,            0.015388,           0.0029242,             0.91456,             0.93164,             0.94903,             0.75264,            0.030663,           0.0071104,           0.0046464,            0.002938,            0.002938,            0.002938
                 216,            0.015878,            0.016648,           0.0031092,             0.90662,             0.90248,             0.92026,             0.74703,            0.030823,           0.0073086,           0.0042388,            0.002905,            0.002905,            0.002905
                 217,            0.015953,            0.015103,           0.0030854,              0.9136,             0.92308,             0.94191,             0.75072,            0.030254,            0.007007,           0.0043582,            0.002872,            0.002872,            0.002872
                 218,            0.015936,            0.016127,           0.0031492,              0.9228,             0.90883,             0.94519,              0.7592,            0.030564,           0.0070301,           0.0053682,            0.002839,            0.002839,            0.002839
                 219,            0.016065,            0.015455,           0.0029637,             0.88143,             0.95715,             0.94616,              0.7626,            0.029256,           0.0072899,           0.0095846,            0.002806,            0.002806,            0.002806
                 220,            0.015825,            0.015365,           0.0029083,              0.9286,             0.89869,             0.93015,             0.76293,            0.028647,           0.0076652,           0.0089037,            0.002773,            0.002773,            0.002773
                 221,            0.015504,            0.015568,           0.0028749,             0.92552,             0.89684,             0.92988,             0.76245,            0.028719,            0.007896,           0.0082664,             0.00274,             0.00274,             0.00274
                 222,            0.015569,            0.014788,           0.0029286,             0.92799,             0.89869,             0.92805,             0.75252,            0.028891,           0.0082707,           0.0087408,            0.002707,            0.002707,            0.002707
                 223,            0.015659,            0.015056,           0.0028881,             0.94124,             0.88576,             0.93525,             0.74848,            0.029747,           0.0079947,           0.0063247,            0.002674,            0.002674,            0.002674
                 224,            0.015494,            0.015091,           0.0030046,             0.91393,             0.90506,             0.93533,             0.74262,             0.02964,           0.0078213,           0.0075623,            0.002641,            0.002641,            0.002641
                 225,            0.015449,            0.015198,           0.0025524,             0.93394,             0.90501,             0.94057,             0.74885,            0.030864,           0.0075234,           0.0046105,            0.002608,            0.002608,            0.002608
                 226,             0.01533,            0.014995,           0.0030357,             0.91046,             0.93324,             0.95404,              0.7704,            0.030287,           0.0072295,            0.003703,            0.002575,            0.002575,            0.002575
                 227,            0.015073,             0.01543,           0.0031934,             0.93164,             0.93357,             0.95616,              0.7658,            0.029318,           0.0070378,           0.0054833,            0.002542,            0.002542,            0.002542
                 228,            0.015269,            0.015537,           0.0030148,             0.90243,             0.93026,             0.95852,              0.7626,            0.029831,            0.006974,           0.0063271,            0.002509,            0.002509,            0.002509
                 229,            0.015124,            0.015885,           0.0030391,             0.90752,             0.92433,             0.96036,             0.76568,            0.030406,           0.0069157,           0.0060279,            0.002476,            0.002476,            0.002476
                 230,            0.015207,            0.015181,           0.0028011,              0.9114,             0.92433,             0.95277,             0.75966,             0.02956,            0.007161,           0.0084413,            0.002443,            0.002443,            0.002443
                 231,            0.015439,            0.015628,           0.0029184,             0.90939,             0.94934,              0.9579,             0.75305,            0.030248,           0.0071662,           0.0065211,             0.00241,             0.00241,             0.00241
                 232,            0.015232,            0.016108,           0.0030041,             0.94437,             0.92184,             0.95556,             0.75747,            0.030537,            0.007124,           0.0053975,            0.002377,            0.002377,            0.002377
                 233,            0.015095,             0.01481,           0.0028554,             0.92383,             0.93542,             0.95544,             0.74964,            0.031596,           0.0073656,           0.0041063,            0.002344,            0.002344,            0.002344
                 234,            0.015146,             0.01514,           0.0027166,             0.89622,             0.95303,             0.95509,             0.75777,            0.031162,           0.0072717,           0.0042908,            0.002311,            0.002311,            0.002311
                 235,            0.015225,            0.014975,           0.0029982,             0.89591,             0.95268,             0.95762,             0.77117,            0.030317,           0.0070135,           0.0047824,            0.002278,            0.002278,            0.002278
                 236,             0.01484,            0.014355,           0.0027796,              0.9358,             0.92192,             0.96015,             0.76479,            0.030838,           0.0069493,           0.0050237,            0.002245,            0.002245,            0.002245
                 237,            0.015328,            0.015074,             0.00266,             0.95111,             0.88587,             0.95821,              0.7663,            0.030159,           0.0068964,           0.0060561,            0.002212,            0.002212,            0.002212
                 238,             0.01499,            0.014718,           0.0029469,             0.93626,             0.89869,             0.94706,             0.75692,            0.030511,           0.0071303,           0.0068899,            0.002179,            0.002179,            0.002179
                 239,            0.015472,            0.015799,           0.0029678,             0.94248,             0.90837,             0.94536,             0.74924,            0.030587,           0.0073837,           0.0053395,            0.002146,            0.002146,            0.002146
                 240,            0.015062,            0.015156,           0.0026983,               0.923,             0.91807,             0.94996,              0.7603,            0.030555,            0.007206,           0.0078781,            0.002113,            0.002113,            0.002113
                 241,            0.014896,            0.014829,           0.0027242,             0.92505,              0.9284,             0.95952,             0.76169,            0.030398,           0.0069899,           0.0059164,             0.00208,             0.00208,             0.00208
                 242,            0.014469,            0.014437,           0.0024895,             0.91684,             0.91419,             0.96078,              0.7686,            0.029999,           0.0069186,           0.0049325,            0.002047,            0.002047,            0.002047
                 243,            0.014876,            0.014912,           0.0028642,             0.92802,             0.91508,             0.95691,             0.75816,            0.030814,           0.0069202,           0.0034673,            0.002014,            0.002014,            0.002014
                 244,            0.014611,            0.015539,           0.0029829,             0.92027,             0.91151,             0.95674,             0.75646,            0.031243,           0.0070338,            0.004592,            0.001981,            0.001981,            0.001981
                 245,            0.014995,            0.014887,           0.0027317,             0.89076,             0.94088,             0.95547,             0.75216,            0.030227,           0.0071745,           0.0050696,            0.001948,            0.001948,            0.001948
                 246,            0.014707,            0.014521,           0.0028746,             0.92563,             0.89125,             0.95444,             0.75379,            0.030888,           0.0073842,           0.0051078,            0.001915,            0.001915,            0.001915
                 247,            0.014856,            0.014374,           0.0027134,             0.89931,             0.92325,             0.95595,             0.76128,            0.030327,           0.0071296,           0.0039423,            0.001882,            0.001882,            0.001882
                 248,            0.014584,            0.014705,           0.0027823,             0.89046,             0.89531,             0.93529,              0.7523,            0.029877,           0.0071277,           0.0038386,            0.001849,            0.001849,            0.001849
                 249,            0.014565,            0.014147,           0.0027758,             0.89947,             0.94363,             0.95422,             0.75532,             0.02905,           0.0070101,           0.0054592,            0.001816,            0.001816,            0.001816
                 250,            0.014448,            0.014675,           0.0027722,             0.93617,             0.90745,             0.95268,             0.76861,            0.028598,           0.0069269,           0.0063113,            0.001783,            0.001783,            0.001783
                 251,            0.014917,            0.014461,           0.0027699,             0.92486,             0.92831,             0.95311,             0.76831,            0.028514,           0.0070522,           0.0080332,             0.00175,             0.00175,             0.00175
                 252,            0.014497,            0.014778,            0.002702,             0.93377,             0.92054,             0.95342,             0.76621,            0.028964,           0.0070782,           0.0067024,            0.001717,            0.001717,            0.001717
                 253,            0.014864,            0.015312,           0.0026878,             0.92263,             0.94872,              0.9547,             0.77198,            0.029122,           0.0069992,            0.006387,            0.001684,            0.001684,            0.001684
                 254,            0.014598,            0.014264,           0.0027465,             0.91245,             0.96154,              0.9579,             0.77025,            0.029164,           0.0066943,           0.0058948,            0.001651,            0.001651,            0.001651
                 255,            0.014172,            0.014717,           0.0026398,             0.94864,             0.91907,             0.96275,             0.78297,             0.02868,           0.0064969,           0.0063482,            0.001618,            0.001618,            0.001618
                 256,            0.014125,            0.013978,           0.0025236,             0.94443,             0.91908,             0.96335,              0.7764,             0.02838,           0.0065099,           0.0065183,            0.001585,            0.001585,            0.001585
                 257,            0.014155,            0.014722,           0.0027377,             0.89076,             0.97199,              0.9597,             0.77138,            0.028744,           0.0065976,           0.0060581,            0.001552,            0.001552,            0.001552
                 258,            0.014284,            0.014639,           0.0027286,             0.91359,             0.95087,             0.95773,             0.76816,            0.029673,           0.0067479,           0.0056555,            0.001519,            0.001519,            0.001519
                 259,            0.014495,            0.014347,           0.0025986,             0.91398,             0.96154,             0.95802,             0.76638,            0.030314,           0.0068946,           0.0043321,            0.001486,            0.001486,            0.001486
                 260,            0.014483,            0.013946,           0.0025972,             0.93032,             0.95882,             0.95999,             0.77171,            0.030282,           0.0069636,           0.0034267,            0.001453,            0.001453,            0.001453
                 261,            0.014593,            0.013986,           0.0027134,             0.91252,             0.95783,             0.95005,             0.77651,            0.029703,           0.0069281,           0.0039669,             0.00142,             0.00142,             0.00142
                 262,            0.013949,            0.014417,            0.002771,             0.90903,             0.94739,              0.9486,             0.77679,            0.029329,           0.0071347,           0.0042313,            0.001387,            0.001387,            0.001387
                 263,            0.014251,            0.014261,           0.0030459,             0.91266,             0.94872,             0.94162,             0.77258,            0.029258,           0.0071073,           0.0040574,            0.001354,            0.001354,            0.001354
                 264,            0.014257,            0.014501,           0.0030453,               0.903,             0.94872,             0.94661,             0.77374,            0.028892,           0.0070289,           0.0042803,            0.001321,            0.001321,            0.001321
                 265,            0.014341,            0.014678,             0.00291,             0.90443,             0.94872,              0.9447,             0.77962,             0.02897,           0.0070437,           0.0043543,            0.001288,            0.001288,            0.001288
                 266,            0.014344,            0.013688,           0.0026495,             0.93745,             0.88895,             0.94408,             0.77654,            0.028754,           0.0071197,           0.0037898,            0.001255,            0.001255,            0.001255
                 267,            0.014087,            0.012946,           0.0028039,             0.93008,             0.90473,             0.94101,             0.76441,            0.029586,           0.0072303,           0.0042493,            0.001222,            0.001222,            0.001222
                 268,            0.014384,             0.01432,           0.0027082,             0.89651,             0.93115,              0.9486,             0.76742,            0.029383,           0.0072777,           0.0041592,            0.001189,            0.001189,            0.001189
                 269,            0.014622,             0.01442,           0.0030938,              0.9035,              0.9408,             0.94946,             0.76159,            0.029719,           0.0071937,           0.0044626,            0.001156,            0.001156,            0.001156
                 270,            0.014227,            0.014841,            0.002607,             0.88636,             0.94934,             0.94968,              0.7632,            0.030436,           0.0070643,           0.0047276,            0.001123,            0.001123,            0.001123
                 271,            0.014168,            0.013566,           0.0030874,             0.90671,             0.96154,             0.95156,             0.77243,            0.030601,           0.0070206,           0.0049075,             0.00109,             0.00109,             0.00109
                 272,            0.013907,             0.01385,           0.0028278,              0.8844,             0.95708,             0.95624,             0.77903,             0.03003,           0.0071575,           0.0044305,            0.001057,            0.001057,            0.001057
                 273,            0.013851,            0.013656,           0.0025963,             0.88474,             0.96058,             0.95941,             0.77959,            0.029878,           0.0071659,           0.0046228,            0.001024,            0.001024,            0.001024
                 274,            0.013995,             0.01445,           0.0027859,             0.90574,              0.9563,             0.95961,             0.77485,            0.029869,           0.0070678,           0.0049387,            0.000991,            0.000991,            0.000991
                 275,            0.014187,            0.013711,           0.0027915,             0.90696,             0.93264,             0.95318,             0.77022,            0.029524,           0.0071492,           0.0041564,            0.000958,            0.000958,            0.000958
                 276,            0.014096,            0.013787,           0.0028079,             0.90915,             0.94872,              0.9567,              0.7795,            0.029109,           0.0071034,           0.0036549,            0.000925,            0.000925,            0.000925
                 277,             0.01381,            0.013623,           0.0026537,             0.90603,             0.94872,             0.95625,             0.77595,            0.028981,           0.0070875,           0.0037214,            0.000892,            0.000892,            0.000892
                 278,            0.014134,             0.01414,           0.0029908,             0.89682,             0.95352,             0.95888,             0.77575,            0.029378,            0.007028,           0.0038475,            0.000859,            0.000859,            0.000859
                 279,             0.01416,            0.013853,           0.0029458,             0.89557,              0.9576,             0.95613,             0.77654,            0.029306,           0.0069147,           0.0037135,            0.000826,            0.000826,            0.000826
                 280,            0.013897,            0.014703,           0.0025922,             0.89327,             0.94872,             0.95525,             0.77005,            0.030043,           0.0069857,           0.0043774,            0.000793,            0.000793,            0.000793
                 281,            0.013704,            0.013779,           0.0027674,             0.89329,             0.95038,             0.95369,             0.77199,            0.029821,            0.006978,           0.0048316,             0.00076,             0.00076,             0.00076
                 282,            0.013526,            0.013953,           0.0026231,             0.89317,             0.96154,             0.95472,             0.77633,            0.029022,           0.0068777,           0.0051663,            0.000727,            0.000727,            0.000727
                 283,            0.014002,            0.013876,           0.0025219,             0.90296,             0.94534,             0.95632,             0.77632,            0.028915,           0.0069877,           0.0050029,            0.000694,            0.000694,            0.000694
                 284,             0.01367,            0.013706,           0.0026927,             0.90499,             0.94684,             0.95752,             0.77511,            0.028837,           0.0070526,           0.0049657,            0.000661,            0.000661,            0.000661
                 285,            0.013399,            0.013655,           0.0024671,             0.90682,             0.94694,             0.95628,             0.77178,            0.029029,           0.0070824,           0.0050075,            0.000628,            0.000628,            0.000628
                 286,            0.013822,            0.013592,           0.0028736,             0.90561,              0.9463,             0.95609,              0.7729,            0.029448,           0.0070671,           0.0048631,            0.000595,            0.000595,            0.000595
                 287,            0.013534,             0.01358,           0.0026477,             0.91418,             0.94872,             0.95682,             0.77294,            0.029526,           0.0070315,           0.0047655,            0.000562,            0.000562,            0.000562
                 288,            0.013644,            0.013175,           0.0025935,             0.92308,             0.91885,             0.95199,             0.77222,            0.029485,            0.006958,           0.0047159,            0.000529,            0.000529,            0.000529
                 289,            0.013562,            0.013713,           0.0025347,             0.92268,              0.9179,             0.95273,             0.77094,            0.029398,           0.0069181,           0.0048216,            0.000496,            0.000496,            0.000496
                 290,            0.014246,            0.013849,           0.0028663,             0.91403,              0.9343,              0.9559,             0.76921,            0.029608,           0.0068982,           0.0049268,            0.000463,            0.000463,            0.000463
                 291,            0.013596,              0.0135,           0.0026824,             0.92495,             0.92078,             0.95792,             0.77785,            0.029394,           0.0069815,           0.0050102,             0.00043,             0.00043,             0.00043
                 292,            0.013101,            0.012774,           0.0022931,             0.92478,             0.91793,             0.95463,             0.77299,            0.029182,           0.0071805,           0.0051277,            0.000397,            0.000397,            0.000397
                 293,            0.013657,            0.013294,           0.0026367,             0.92468,             0.91763,              0.9568,             0.78393,             0.02876,            0.007215,            0.004897,            0.000364,            0.000364,            0.000364
                 294,            0.013684,            0.013032,           0.0028503,             0.91652,             0.93474,             0.95728,              0.7785,            0.029048,           0.0071736,           0.0046081,            0.000331,            0.000331,            0.000331
                 295,            0.013053,             0.01273,           0.0024728,             0.91398,             0.93635,             0.95528,             0.77774,             0.02933,           0.0071573,           0.0043427,            0.000298,            0.000298,            0.000298
                 296,            0.013646,            0.013537,           0.0028212,             0.91613,             0.93615,             0.95346,              0.7744,            0.028972,           0.0071216,           0.0043149,            0.000265,            0.000265,            0.000265
                 297,            0.013682,            0.013134,           0.0025713,             0.90616,             0.93629,              0.9534,             0.77708,            0.028843,           0.0071178,           0.0042577,            0.000232,            0.000232,            0.000232
                 298,            0.013919,            0.013258,           0.0026122,             0.91627,             0.93736,             0.95477,             0.77889,            0.029102,           0.0070906,           0.0040106,            0.000199,            0.000199,            0.000199
                 299,            0.013394,            0.013662,           0.0026916,             0.91288,             0.94732,             0.95414,             0.78314,            0.029162,            0.007056,           0.0039996,            0.000166,            0.000166,            0.000166
